"No.","Date","Genre","Bibl","Hit"
"41","1948-01-29","Zeitung","Die Zeit, 29.01.1948","Er forderte Frankreich auf, seinen""tausendjährigen Streit"" mit Deutschland zu vergessen und das deutsche Volk in die Gemeinschaft der Nationen zurückzufahren."
"42","1958-11-06","Zeitung","Die Zeit, 06.11.1958","Das ist fürwahr eine gewaltige Summe - es sollte aber einer Nation, die weiß, was davon abhängt, daß sie im Wettstreit des Geistes nicht auf der Seite der Verlierer liegen darf, möglich sein, diese Beträge aufzubringen."
"43","1953-07-02","Zeitung","Die Zeit, 02.07.1953","Am achten Jahrestag der Unterzeichnung der Charta der Vereinten Nationen hat ihr Generalsekretär Hammarskjöld in einer Rundfunkansprache erklärt, man müsse bei Unternehmungen, die im Interesse der kollektiven Sicherheit erfolgten, mehrere herkömmliche Ansichten revidieren."
"44","1946-08-22","Zeitung","Die Zeit, 22.08.1946","Im modernen Durcheinander der internationalen Beziehungen beschuldigt eine Nation die andere."
"45","1967-02-17","Zeitung","Die Zeit, 17.02.1967","Er zählt Erfolge auf, Leistungen - die der Nation und die der Person."
"46","1963-09-20","Zeitung","Die Zeit, 20.09.1963","Hier scheint es, als übe die geschäftige Aktivität der Frauen der Nation sogar regelrecht einen Druck auf ihre männlichen Partner aus."
"47","1960-07-22","Zeitung","Die Zeit, 22.07.1960","Ministerpräsident Tschombe hat alle Nationen um Anerkennung der Selbständigkeit Katangas gebeten, aber bisher hat noch niemand seine schriftliche Anfrage beantwortet."
"48","1965-04-02","Zeitung","Die Zeit, 02.04.1965","Von diesem Podium aus kann er wieder ""mit Geschichtsfälschungen und antideutschen Emigrantenressentiments"" aufräumen und als einer von jenen, ""die die Charakterlosigkeiten der ersten Nachkriegsjahre nicht mitgemacht haben, die treu zur tausendjährigen Tradition unseres Landes stehen, die sich der Verantwortung für unser Volk und sein Schicksal nicht entziehen"", lehren, daß ""die 'österreichische Nation' nur zwischen Unkraut zu gedeihen"" scheint."
"49","1957-01-03","Zeitung","Die Zeit, 03.01.1957","Wenn die Brentanos, lombardischer Uradel, auch von ihrer ursprünglichen Heimat am Comer See (es gibt immer noch Brentanos an seinen schönen Ufern) damals nach Madrid, nach Wien, nach Frankfurt und Berlin gelangten - ihrer stolzen Tradition nach haben sie niemals ihre Staatsangehörigkeit geändert; stets blieben sie daheim unter dem weiten Himmel des Heiligen Römischen Reiches deutscher Nation."
"50","1961-10-27","Zeitung","Die Zeit, 27.10.1961","Es gibt Rudolf Borchardts gesammelte Werke, doch ist der Verfemte damit der Nation wiedergegeben?"
"51","1969-12-12","Zeitung","Die Zeit, 12.12.1969","Die Pro-Europäer dagegen können der Nation im Augenblick weder das Datum noch die Bedingungen noch die Konsequenzen eines Beitritts nennen."
"52","1967-09-01","Zeitung","Die Zeit, 01.09.1967","""Von den guten wackren alten Fragen der Nation ist keine mehr übrig geblieben."""
"53","1968-11-01","Zeitung","Die Zeit, 01.11.1968","Das ist - verdient oder nicht - eine Tatsache, und davon ist auch die ""Weltorganisation der Mütter aller Nationen"" nicht verschont geblieben."
"54","1966-01-14","Zeitung","Die Zeit, 14.01.1966","Von Fernsehkameras abgetastet, wird ihre Freude, werden ihre privatesten Regungen vom EINAUGE Millionen Mitbürgern präsentiert, für die sie stellvertretend die Erfüllung geheimster Wünsche der Nation entgegennehmen."
"55","1950-12-07","Zeitung","Die Zeit, 07.12.1950","Man besteht in London darauf, daß der Einsatz der Atombombe eine Sache der Vereinten Nationen sei und nicht von einer alleinigen Entscheidung Trumans abhänge."
"56","1969-03-21","Zeitung","Die Zeit, 21.03.1969","Aber es wurde den Reformern der unteren Parteiebenen überlassen, öffentlich zu erklären, daß die Reform eine gründliche Prüfung der gewerkschaftlichen Funktion im Leben der Nation erfordere."
"57","1963-06-14","Zeitung","Die Zeit, 14.06.1963","Spiel und Sport sind das beste Mittel der Integration, der Verschmelzung der Menschen aus siebzig Nationen verschiedener Herkunft und Kultur."
"58","1961-11-17","Zeitung","Die Zeit, 17.11.1961","Auch Deutschland wird, wie schon bei den letzten Olympischen Winterspielen, als Heidi Biebl in Squaw Valley Olympiasiegerin wurde und Hans Peter Lanig eine Silbermedaille gewann, bestimmt unter jenen Nationen sein, die sich sehen lassen können."
"59","1966-01-28","Zeitung","Die Zeit, 28.01.1966","Dieses Mißverständnis wurde noch gefördert durch einen Film gleichen Titels, um dessentwillen ein CSU-Bürgermeister die Wagenkolonne des Bundeskanzlers stoppen ließ, ein Hundezüchterverein an die Moral der Nation appellierte und ein Kardinal seine Amtsbefugnisse überschritt."
"60","1965-01-01","Zeitung","Die Zeit, 01.01.1965","Aber er nahm es wohl auch als Lehre, und er mag sich in den kommenden Monaten, wo es in den UN-Sälen widerhallt von Anklagen der afrikanischen Nationen gegen die Kongo-Rettungsaktion der Amerikaner und Belgier, als ein unparteiischer Vollversammlungs-Präsident durchaus bewähren."
"61","1968-03-15","Zeitung","Die Zeit, 15.03.1968","""Wir Deutschen könnten, solange uns die gemeinsame staatliche Ordnung noch verweigert wird, vieles tun, um zu verhindern, daß wir immer weiter auseinandertreiben"", mahnte Bundeskanzler Kiesinger am Montag in seiner Rede über die Lage der Nation vor dem Bundestag."
"62","1964-03-13","Zeitung","Die Zeit, 13.03.1964","Nach dieser Theorie soll die alte Reichshauptstadt eine offene Schwäre am Leib der deutschen Nation bleiben; ihre Anhänger verdammen alle Versuche, durch kleine Regelungen erträgliche Verhältnisse in Berlin zu schaffen, da sonst der Wille zur Lösung der großen Fragen deutscher Politik verloren gehe."
"63","1949-09-08","Zeitung","Die Zeit, 08.09.1949","So wie ich den Stand des Atomenergieprogramms unserer Nation überblicke, bin ich des festen Glaubens, daß das Volk der Vereinigten Staaten und alle, die sich auf die Stärke unserer Nation verlassen, Grund zu Beruhigung und zum Glauben haben."
"64","1949-09-08","Zeitung","Die Zeit, 08.09.1949","Wir werden aber niemals erleben, daß die Deutschen ihr Gewicht in die Waagschale des Friedens werfen, wenn wir ihnen nicht mit jener Großmut begeben auf die wir als Sieger und als große Nation ein Vorrecht haben."
"65","1958-12-18","Zeitung","Die Zeit, 18.12.1958","UNOGIL, das Beobachterkorps der Vereinten Nationen im Libanon, bricht seine Zelte ab."
"66","1950-12-21","Zeitung","Die Zeit, 21.12.1950","Unterdessen hat die Generalversammlung der Vereinten Nationen mit 38 zu 5 Stimmen bei zwei Enthaltungen beschlossen, einen Koreaorden zu stiften, der an alle Soldaten verliehen werden soll, die im Auftrag der Vereinten Nationen auf der asiatischen Halbinsel kämpfen."
"67","1967-09-22","Zeitung","Die Zeit, 22.09.1967","""Die charmanten schöngeistigen Herren im gestickten Frack, die miteinander verbindliche Worte wechselten oder wie Blumentöpfe am Rand der Piste aufgereiht standen, gehörten zu einer kindlichen Welt, sie waren einer leicht verstaubten Spielzeugschachtel entnommen - so, als versteife sich die alte Nation hartnäckig darauf, bis zum Greisenalter und bis zur Agonie mit Soldaten und Puppen zu spielen."
"68","1956-06-21","Zeitung","Die Zeit, 21.06.1956","Neben ihnen liegen die Boote von zehn Nationen, die sich an den Regatten beteiligen."
"69","1969-05-23","Zeitung","Die Zeit, 23.05.1969","Goldstücker: Der Marxismus anerkennt den Wert einzelner Nationen und grundsätzlich das Recht einzelner Nationen auf ihr nationales Leben."
"70","1962-09-07","Zeitung","Die Zeit, 07.09.1962","Sie bedeutet das Fortbestehen, das Fortwirken einer Nation, die deutsche genannt, so daß der einzelne etwas davon hat, daß er dieser Nation und nicht einer anderen angehört in seinem Leben und daß die deutsche Nation als Ganzes in der Familie, in der Vielzahl der Nationen, die wir noch haben und wohl noch eine Weile haben werden, einen ihr eigenen schöpferischen Beitrag leistet."
"71","1964-11-20","Zeitung","Die Zeit, 20.11.1964","Trotz aller Hoffnung und trotz allem Ruhm wird unsere Nation erst dann völlig frei sein, wenn jeder ihrer Bürger frei ist."""
"72","1947-02-13","Zeitung","Die Zeit, 13.02.1947","Deutschland soll mit allen Kräften, die ihm zur Verfügung stehen, an dem Wiederaufbau Europas arbeiten, so lauten die Vorschläge und Forderungen, die in London von den kleinen Nationen bei den stellvertretenden Außenministern der Großen Vier vorgebracht worden sind, und das gleiche steht auch in den Denkschriften, die Frankreich den Regierungen Rußlands, Englands und der Vereinigten Staaten überreicht hat."
