"No.","Date","Genre","Bibl","Hit"
"1","1934-11-27","Zeitung","Archiv der Gegenwart, Bd. 4, 27.11.1934, S. 1744 [ff.]. Zit. n. CD-ROM-Ausgabe 2001.","Ley, daß der Nationalsozialismus erstmalig eine große Umwälzung vollzogen habe, ohne daß das Volk materielle Forderungen gestellt habe."
"2","1942-11-29","Zeitung","Archiv der Gegenwart, Bd. 12, 29.11.1942, S. 5735 [ff.]. Zit. n. CD-ROM-Ausgabe 2001.","""Erst wenn der deutsche Volksboden nach Osten durch ein starkes deutsches Bauerntum erweitert worden ist, wird die entscheidende Aufgabe gelöst sein, die das 20. Jahrhundert unserem Volk und Europa gestellt hat."
"3","1938-06-04","Zeitung","Archiv der Gegenwart, Bd. 8, 04.06.1938, S. 3589 [ff.]. Zit. n. CD-ROM-Ausgabe 2001.","Wir bezeugen vor der ganzen Welt und vor der Öffentlichkeit der Heimat und des Auslandes, daß die Slowaken in der Tschechoslowakischen Republik mit allen Rechten eines selbständigen Volkes leben wollen und nicht aufhören werden, für ihre natürlichen und vertraglich zugesicherten Rechte zu kämpfen."
"4","1934-03-04","Zeitung","Völkischer Beobachter (Berliner Ausgabe), 04.03.1934","Wotan, die ihn umkreisende Götterwelt, der germanische Kult, dessen wesentlichstes Merkmal die Erkenntnis der Natur und ihrer Kräfte war, sie haben keinen Einfluß mehr auf das äußere Lebensbild unseres Volkes."
"5","1939-12-31","Wissenschaft","Elias, Norbert: Über den Prozeß der Zivilisation - Soziogenetische und psychogenetische Untersuchungen Bd. 2, Frankfurt a. M.: Suhrkamp 1992 [1939], S. 141","Und was man so oft als den ""unkriegerischen"" Charakter des chinesischen Volkes bezeichnet hat, das ist nicht der Ausdruck irgendeiner ""Naturanlage"", sondern produziert dadurch, daß die Schicht, von der das Volk, in ständigem Kontakt, viele seiner Modelle erhielt, seit Jahrhunderten nicht mehr eine Kriegerschicht, ein Adel, sondern eine friedliche und gelehrte Beamtenschaft war."
"6","1933-09-01","Zeitung","Archiv der Gegenwart, Bd. 3, 01.09.1933, S. 1009 [ff.]. Zit. n. CD-ROM-Ausgabe 2001.","Es sei schön und vorteilhaft, die Macht in so starken Fäusten zu wissen, es sei aber schöner und beglückender, die Liebe und die Zuneigung seines Volkes sein Eigen nennen zu können."
"7","1945-10-05","Zeitung","Archiv der Gegenwart, Bd. 15, 05.10.1945, S. 466 [ff.]. Zit. n. CD-ROM-Ausgabe 2001.","Da Jugoslawien die Dienste berücksichtige, welche das italienische Volk der alliierten Sache leistete, fordere es nicht die Wiedergutmachung des gesamten Schadens."
"8","1933-10-18","Zeitung","Archiv der Gegenwart, Bd. 3, 18.10.1933","Dieser wird direkt vom Volk gewählt, ernennt die Regierung und kann die Gesetze über die Parlamentsordnung, Ministerverantwortlichkeit und Budgetgebarung abändern."
"9","1936-12-31","Gebrauchsliteratur","Gütt, Arthur: Volksgesundung und Wehrkraft. In: Archiv f. Rassen- u. Gesellschafts- Biologie einschließlich Rassen- u. Gesellschafts- Hygiene, Bd. 30, Nr. 3, 1936, S. 196","Zwei gleichgroße Völker, wovon das eine 15 a. T., das andere 30 a. T. Geburten aufweist, lassen in 2 bis 3 Jahrzehnten noch keinen besonders auffallenden Unterschied in ihrer Bevölkerungszahl erkennen - besonders, wenn das ""Kultur"" volk mit den 15 a. T. seine Absterbeziffer vorläufig klein halten kann."
"10","1943-10-05","Zeitung","Archiv der Gegenwart, Bd. 13, 05.10.1943, S. 6123 [ff.]. Zit. n. CD-ROM-Ausgabe 2001.","Unser alleiniges Heil liegt in der Erringung eines siegreichen Friedens der uns Lebens- und Entwicklungsmöglichkeiten gibt, wie sie der Größe und dem Ausdehnungsbedürfnis unseres Volkes entsprechen."
"11","1934-08-15","Zeitung","Archiv der Gegenwart, Bd. 4, 15.08.1934, S. 1577 [ff.]. Zit. n. CD-ROM-Ausgabe 2001.","Damit sei aber wieder ein Versprechen des Führers erfüllt, jedes Jahr einmal das Volk zu befragen."
"12","1945-01-25","Zeitung","Archiv der Gegenwart, Bd. 15, 25.01.1945","Das chinesische Volk erwartet im gegenwärtigen Augenblick von der Nationalregierung die sofortige Auflösung der Einparteiendiktatur und die Schaffung einer Koalitionsregierung."
"13","1935-07-25","Zeitung","Archiv der Gegenwart, Bd. 5, 25.07.1935, S. 2151 [ff.]. Zit. n. CD-ROM-Ausgabe 2001.","Ebensowenig aber wolle man sich ein Jahr nach der Ermordung Dollfuß durch Nationalsozialisten und dem Versuch Österreich im Wege der Gewalt gleichzuschalten in eine verweichlichende Friedensstimmung einlullen und den Kampfwillen vermindern lassen, der es im vorigen Jahre ermöglichte, gegen einen übermächtigen Feind Volk und Vaterland sowie die Zukunft Österreichs zu verteidigen und zu retten."
"14","1942-10-02","gesprochen","Hitler, Adolf, Wenn wir Stalingrad berennen und es auch nehmen werden ..., in: Völkischer Beobachter (Berliner Ausgabe), 02.10.1942 [30.09.1942], o.S.","In meinen Augen haben wir im Jahre 1942 die schicksalhafteste Prüfung unseres Volkes schon hinter uns."
