"No.","Date","Genre","Bibl","Hit"
"1","2005-12-29","Zeitung","Die Zeit, 29.12.2005","Seitdem streiten Völkerrechtler darüber, ob die UN gestärkt aus dem Konflikt mit der mächtigsten Nation der Welt hervorgingen oder ob sie selbst ein Opfer des Irak-Krieges wurden."
"2","2017-06-29","Zeitung","Die Zeit, 29.06.2017","Waren Deutsche da, sagte er immer: Oh, die Deutschen, sie haben Goethe, sie haben die Dichter, was für eine Nation."
"3","2009-01-15","Zeitung","Die Zeit, 15.01.2009","Hier lagert Futter für die Millionen Hühner, Rinder und Schweine des Mittelwestens, der die halbe Nation mit Eiern, Hühnerbeinen und Rindfleisch für Hamburger beliefert."
"4","2010-02-04","Zeitung","Die Zeit, 04.02.2010","Die deutschen Sonderschulen stehen vor einem gewaltigen Umbruch: 2009 ist auch hierzulande die Behindertenrechtskonvention der Vereinten Nationen in Kraft getreten (ZEIT Nr. 36/09)."
"5","2005-08-18","Zeitung","Die Zeit, 18.08.2005","Die Mullahs müssen dem Sicherheitsrat der Vereinten Nationen lediglich erklären, dass »eine Gefährdung der höchsten Interessen ihres Landes eingetreten ist«."
"6","2005-10-20","Zeitung","Die Zeit, 20.10.2005","Lammert: Ich halte die damalige sehr kurze und voreilig abgebrochene Debatte zum Thema Leitkultur für eine der spannendsten Phasen unter dem Gesichtspunkt einer Beleuchtung der geistigen Verfassung der Nation."
"7","2019-11-28","Zeitung","Die Zeit, 28.11.2019","Deutschland sollte den Antrag in die UN-Vollversammlung einbringen, dass kriegsführende Nationen ihren Sitz im Sicherheitsrat verlieren: sofort und für die Dauer der Kriegsführung."
"8","2016-07-07","Zeitung","Die Zeit, 07.07.2016","zeitgemäße Wirtschafts- und Außenpolitik mehr hervorbringen, und ""Nation"" oder ""Kultur"" sind"
"9","2012-09-13","Zeitung","Die Zeit, 13.09.2012","Charta der Vereinten Nationen."
"10","2014-09-11","Zeitung","Die Zeit, 11.09.2014","Die Nation debattiert über ein mehr oder weniger intimes"
"11","2013-10-17","Zeitung","Die Zeit, 17.10.2013","Malala wurde wieder ganz gesund und trat am 12. Juli 2013 vor die Generalversammlung der Vereinten Nationen, um eine Rede zu halten."
"12","2005-09-22","Zeitung","Die Zeit, 22.09.2005","Geredet wird ohne Weitschweifigkeit, aber nicht minder grundsätzlich, über Kolonialismus, Religion, Nation und deutsche Kultur."
"13","2024-12-05","Zeitung","Die Zeit, 05.12.2024","Zuvor kümmerte sie sich in Großbritannien bei einer kleineren Videoplattform unter anderem um die Zusammenarbeit mit der Kommission für Menschenrechtsverletzungen der Vereinten Nationen."
"14","2020-04-08","Zeitung","Die Zeit, 08.04.2020","Moskau entließ seine osteuropäischen Trabanten, auch den deutschen ohne eigene Nation."
"15","2007-12-27","Zeitung","Die Zeit, 27.12.2007","Das Gelände des Cern gehört zu keinem Staat, es ist exterritorial, ähnlich dem Areal der Vereinten Nationen in New York."
"16","2023-08-17","Zeitung","Die Zeit, 17.08.2023","[...] = gut, okay (span.) 23 HIRN 24 SITTEN 25 RAIN 27 ISEL in Re-isel-aune 28 LODEN 29 BORSTEN 31 TORF-rock, »Presslufthammer B-B-B-B-B-Bernhard« 33 NATION 35 ETAT 36 rheinaufwärts von Rees, lippeabwärts von Datteln: WESEL 37 KOLONNADEN 39 ZEILE beim Lesen 41 BUMERANG 42 ERGEBNISSE 43 MENSCHENKENNTNIS - Senkrecht 1 Gast + Ron (Wood) + Omen = GASTRONOMEN 2 Komponist Vincenzo BELLINI, venezian. Maler Gentile und Giovanni Bellini 3 ALU in s-alu-d 4 Comicserie »SUPERman« 5 KELVIN-Temperaturskala 6 CERES 7 BASILIKUM von basileus = königlich (griech.) 8 REUSE 9 KARTONAGEN aus O-K-G-a-r-a-n-t-e-n 10 BOR in Bor-kum 11 HELIOS 12 REDEFLUSS 14 SANDALEN 15 NOT 17 FENSTER 18 IAN in Var-ian-ten 21 BEREDEN 26 AETZEN in sch-ätzen 29 BONN in A-bonn-enten 30 TANGER, Marokko 31 TEINT 32 REES 34 das und der TOR 36 (worldwide) WEB 38 NACH-tisch, -speise 40 LINK [...]"
"17","2012-10-11","Zeitung","Die Zeit, 11.10.2012","Bei den Slowenen verschärfte sich der Eindruck, dass sie, ihr Besitz, ja ihre ganze Nation vogelfrei waren."
"18","2021-01-21","Zeitung","Die Zeit, 21.01.2021","Der Oberste Führer hat kürzlich den Import von Impfstoffen verboten, die in den USA oder in Großbritannien entwickelt oder produziert wurden: Sie könnten andere Nationen »kontaminieren«."
"19","2014-03-13","Zeitung","Die Zeit, 13.03.2014","Und regelmäßig signalisieren die Chavisten, die seit Jahren die Grenzen zwischen Präsident, Partei, Staat und Nation vermischen, den Oppositionspartien: Ihr könnt das Land gar nicht übernehmen."
"20","2021-06-10","Zeitung","Die Zeit, 10.06.2021","Das IKD ist nicht an einen bestimmten Verband oder eine Nation gebunden, sondern multiethnisch aufgestellt - ein wegweisender Ansatz."
"21","2008-10-16","Zeitung","Die Zeit, 16.10.2008","Er missversteht das Fernsehen als Bildungsanstalt der Nation, in der er der Unterschicht die Leviten liest."
"22","2020-04-23","Zeitung","Die Zeit, 23.04.2020","Mit der Selbstisolation der Nationen und der Schließung von Grenzen stellt sich die Frage nach Heimat neu."
"23","2010-12-16","Zeitung","Die Zeit, 16.12.2010","China ist inzwischen nach den USA die zweitwichtigste Nation auf diesem Forschungsfeld und das Land mit der sechstgrößten Anbaufläche für transgene Pflanzen."
"24","2005-12-01","Zeitung","Die Zeit, 01.12.2005","[...] Wie kam es zum Beispiel, dass die ersten Aufträge für den Wiederaufbau in New Orleans ohne Ausschreibung an die großen Sponsoren von Bushs Wahlkampf ergingen, die Firma Haliburton vorneweg?Und worin bestand eigentlich die Qualifikation des neuen Chefs der Homeland Security, eines Mannes, der sich bisher vor allem als Experte für Araberpferde und als Intimus Bushs einen Namen gemacht hatte?Wie soll sich eine Nation, fragt Goldman, auf die Wartung ihrer Brücken und Eisenbahnen, auf die Sicherung ihrer Grenzen und Häfen verlassen, wenn diese Aufgaben inzwischen von Leuten wahrgenommen werden, die sich vor allem durch Wahlkampfspenden, religiösen Eifer und ihre Freundschaft zum Präsidenten qualifiziert haben? [...]"
"25","2015-04-23","Zeitung","Die Zeit, 23.04.2015","Nahezu alle erwähnten Nationen waren einmal in der einen oder anderen Form unter westeuropäischer Herrschaft gewesen."
"26","2014-03-13","Zeitung","Die Zeit, 13.03.2014","Am 17. März wird eine Untersuchungskommission der Vereinten Nationen dem UN-Menschenrechtsrat in Genf einen Bericht vorlegen."
"27","2005-01-05","Zeitung","Die Zeit, 05.01.2005","So wurde in den vergangenen zwei Dekaden einfach zu wenig in die Rohstoffkapazitäten investiert, gleichzeitig treten mit China und Indien plötzlich große Nationen in die Weltwirtschaft ein und treiben die Preise für Stahl, Öl und Kupfer, aber auch für Agrarprodukte."
"28","2022-08-18","Zeitung","Die Zeit, 18.08.2022","Rund 5300 Menschen aus 45 Nationen evakuierte die Bundeswehr im August 2021 aus Kabul, dann zogen die Deutschen ab."
"29","2022-02-17","Zeitung","Die Zeit, 17.02.2022","Die Vorstellung, dass Nationen ihre Entscheidungen nicht frei treffen können, unterminiert die Souveränität der Nationen und die Sicherheit Europas."
"30","2013-10-31","Zeitung","Die Zeit, 31.10.2013","Die Präsidentin verschob einen Besuch bei Barack Obama auf unbestimmte Zeit, reiste aber zur Generalversammlung der Vereinten Nationen, um die Spionageaktivitäten zu geißeln."
"31","2008-05-29","Zeitung","Die Zeit, 29.05.2008","In diesen Krisentagen wird den Südafrikanern schmerzlich bewusst, wie sehr ihrer fragilen Nation die moralisch integren Staatsmänner fehlen, die Angehörigen der Mandela-Generation, die ihr Leben dem Freiheitskampf gewidmet und das Land in die Demokratie geführt haben."
"32","2015-11-12","Zeitung","Die Zeit, 12.11.2015","Bryant trat im US-Fernsehen auf und vor zwei Jahren auch bei einer Anhörung vor den Vereinten Nationen in New York."
"33","2005-09-22","Zeitung","Die Zeit, 22.09.2005","1985: Erörtern Sie die Wirksamkeit der Vereinten Nationen unter Berücksichtigung folgender Gesichtspunkte: Auswirkungen der weltpolitischen Situation auf die Gründung der UN - Ziele und Grundsätze der UN - Hauptorgane der UN zur Konfliktsicherung und Friedenssicherung - Grundsätzliche Schwierigkeiten und Probleme der UN bei der Verwirklichung ihrer Ziele und Grundsätze - Erfolg und Mißerfolg der UN, dargestellt und beurteilt am Beispiel der UN-Tätigkeit in einem konkreten Konfliktfall."
"34","2017-01-12","Zeitung","Die Zeit, 12.01.2017","Die Republikanerin Sarah Palin beschimpfte sie deshalb als ""Gouvernante"", die der Nation nun auch noch vorschreiben wolle, was auf dem wöchentlichen Menü-Plan stehen solle."
"35","2022-06-23","Zeitung","Die Zeit, 23.06.2022","Außerdem ist sie Intendantin des Bochumer Figurentheaters der Nationen, eines Festivals, bei dem Asir im Mai gerade einen ganzen Abend gestaltet hat."
"36","2024-05-04","Zeitung","Die Zeit, 04.05.2024","Trotzdem erforderte die Doppelstrategie, das heiße Eisen der Nation regional, europäisch und supranational zu umfahren, auch eine gewaltige Verdrängungsleistung, denn tatsächlich war es ja nach wie vor der Nationalstaat, der dort, wo es hart auf hart kam, die entscheidende Steuerungsinstanz darstellte - zeitgemäß formuliert: die meiste agency besaß."
"37","2011-11-10","Zeitung","Die Zeit, 10.11.2011","Zwar stimmten 2008 acht Prozent aller weißen und 30 Prozent der unter 30-jährigen Evangelikalen für Obama, aber in den Kongresswahlen von 2010 wählten sie zu 75 Prozent republikanisch und schwenkten wie der Rest der Nation nach rechts."
"38","2017-07-20","Zeitung","Die Zeit, 20.07.2017","Der heute 63-Jährige gab in Oberursel zu verstehen, dass er nicht so sehr über die Zukunft Europas reden wolle, sondern über Themen wie Volk und Nation."
"39","2011-05-19","Zeitung","Die Zeit, 19.05.2011","Ganze Nationen, die Griechen und die Portugiesen etwa, und erst recht die Franzosen, fragen sich jetzt, was wird."
"40","2006-05-11","Zeitung","Die Zeit, 11.05.2006","Ein Land spielt wie verrückt, eine Nation wird für vier Wochen zum Kind."
"41","2017-01-26","Zeitung","Die Zeit, 26.01.2017","erklären, die zur Bildung der neuen Nationen berufen schienen."
"42","2023-03-09","Zeitung","Die Zeit, 09.03.2023","Nach dem Abschluss der Dokumentation stellt Mohib Ullah die Daten internationalen Ermittlerteams der Vereinten Nationen und Menschenrechtsorganisationen zur Verfügung."
"43","2019-08-22","Zeitung","Die Zeit, 22.08.2019","Dass die Grünen die deutsche Nation, die sich in einem historischen Überraschungscoup vereint hatte, mehrheitlich für ein von der Geschichte überholtes, wenn nicht sogar fatales Gebilde hielten, half ihnen im Osten auch nicht."
"44","2018-11-29","Zeitung","Die Zeit, 29.11.2018","Am Morgen des 20. September 2016 betritt Frank-Walter Steinmeier, damals noch Außenminister, das Hauptquartier der Vereinten Nationen in New York."
"45","2015-12-17","Zeitung","Die Zeit, 17.12.2015","Doch nun erhebt die Nation ihr hässliches Haupt, Mauern werden gefordert, Grenzen verklärt."
"46","2015-10-08","Zeitung","Die Zeit, 08.10.2015","verstanden sich als Gewissen der Nation und mischten sich ein."
"47","2017-08-17","Zeitung","Die Zeit, 17.08.2017","Die Vereinten Nationen schätzen, dass Schleuser jedes Jahr zehn Milliarden Euro umsetzen - bei einer Gewinnmarge von 70 bis 80 Prozent pro Migrant."
"48","2009-03-26","Zeitung","Die Zeit, 26.03.2009","Sicher ist es kein Zufall, dass ihm der Präsident des »Kleinen Satans«, der israelische Präsident Schimon Peres, mit einer eigenen Neujahrsansprache an das »edle iranische Volk« zur Seite springt - die Iraner mögen »ihren berechtigten Platz unter den aufgeklärten Nationen der Welt« einnehmen."
"49","2007-10-04","Zeitung","Die Zeit, 04.10.2007","In den übrigen Zyklen zeigt sich ein Dichter, der fast nie in die Nähe des Plakativen gerät und dessen Pathos sich eher aus kleinen als großen Gegenständen nährt, ein Dichter, dem der Ort seiner Kindheit noch mehr zum Traum wird als der von einer freien Nation:"
