"No.","Date","Genre","Bibl","Hit"
"27","1983-12-30","Zeitung","Die Zeit, 30.12.1983","Doch hat kein Staatsmann oder Philosoph die Lösungen parat; kein einzelner ist zu sehen, der die geistige Kraft und den Willen aufbrächte, sich der Lage zu bemächtigen; im Widerstreit der organisierten Interessen wird zerredet, was die Nation - und darüber hinaus die Weltfamilie der Nationen - heute wollen müßte."
"28","1987-09-11","Zeitung","Die Zeit, 11.09.1987","Die Nation ist gespannt auf die Antwort der SED."
"29","1984-07-27","Zeitung","Die Zeit, 27.07.1984","Sie setzt auf Ausharren und Aushungern und bereitet die Nation durch Anrufung des Falkland-Geistes auf eine Art ""Heiligen Krieg der Kräfte des Lichtes gegen die Mächte der Finsternis"" vor."
"30","1974-05-03","Zeitung","Die Zeit, 03.05.1974","Doch die Lage der geteilten Nation begünstigt das Ausspähen des einen Teils durch den anderen mehr als sonstwo in der Welt."
"31","1985-07-19","Zeitung","Die Zeit, 19.07.1985","Dies wird sich ändern, wenn die amerikanische Nation künftig jeder der regelmäßig notwendigen Untersuchungen entgegenbangen muß."
"32","1976-10-15","Zeitung","Die Zeit, 15.10.1976","Der linke Flügel weiß auf die drängenden wirtschaftlichen Fragen keine bessere Antwort-als die Anklage, die Nation müsse jetzt die Folgen des Kapitalismus ausbaden, den die britischen Konservativen ihr beschert hätten."
"33","1972-08-25","Zeitung","Die Zeit, 25.08.1972","Wenn Österreich demnächst seine Touristenwerbung auf die staatliche Ebene angehoben haben wird, dann bildet die Bundesrepublik im Kreise der Tourismus treibenden Nationen das erlauchte Schlußlicht."
"34","1989-09-22","Zeitung","Die Zeit, 22.09.1989","Der ihn auszeichnende Pragmatismus, seine Lernfähigkeit und seine Bereitschaft, sich in die Interessenlage anderer Nationen zu versetzen, waren dünngesäte Qualitäten unter den Führungseliten des Deutschen Reiches."
"35","1987-01-16","Zeitung","Die Zeit, 16.01.1987","""Denken Sie nur, letztens hatte ich an einem Sonntagmorgen vier Nationen am Kaffeetisch: einen italienischen Arzt mit englischer Frau und einen Franzosen mit Belgierin."""
"36","1975-07-04","Zeitung","Die Zeit, 04.07.1975","Beim Votum über den Beitritt zu den Vereinten Nationen spaltete sich die Fraktion; Rainer Barzel, Befürworter des Beitritts, quittierte deshalb das Amt des Fraktionsvorsitzenden."
