"No.","Date","Genre","Bibl","Hit"
"393","1925-09-26","Gebrauchsliteratur","Die Landfrau, 26.09.1925","Im allgemeinen wird die Ziege in der Stadt besser gepflegt wie auf dem Lande."
"394","1925-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1925. In: ders., Leben sammeln, nicht fragen wozu und warum, Berlin: Aufbau-Taschenbuch-Verl. 2000 [1925], S. 227","Land möchte ich sehen, Vegetation, Bauten."
"395","1928-12-09","Zeitung","Tucholsky, Kurt: Der grüne Frack. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928], S. 6432","Der weißhaarige Nachbar zur Rechten rührt sich nicht - aber eine Demonstration für ihn, Poincaré, setzt ein, die zeigt, wie fest verwurzelt dieser Mann mit den maßgebenden Kräften seines Landes ist."
"396","1920-11-19","Zeitung","Tucholsky, Kurt: Wo bleiben deine Steuern? In: Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1920]","Der Etat wäre allenfalls für eine schlagfertige Armee eines bedrohten Landes verständlich -heute ist er nichts als der Schrei von hunderttausend Mann (und ganz besonders ihrer Offiziere) nach Versorgung."
"397","1925-12-31","Belletristik","Kisch, Egon Erwin: Der rasende Reporter, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1925], S. 38","Aber es gibt wieder Schleusenwärter - so verschieden ist nun mal die Menschheit! -, die schauen die Flagge an und fragen, aus welchem Lande wir kommen."
"398","1930-01-01","Zeitung","Tucholsky, Kurt: Der Reisebericht. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1930], S. 7209","Italien ist ein Land der Sklaverei geworden; sogar das Schilf am Seeufer rauscht nicht, wie in freien Ländern - es flüstert nur."
"399","1929-03-03","Zeitung","Völkischer Beobachter (Reichsausgabe), 03.03.1929","Sein sittlicher Mut und seine grundehrliche Politik verschafften ihm die Gefolgschaft all seiner Landsleute, die bis dahin machtlos und zersplittert über das Land verstreut waren."
"400","1920-12-31","Wissenschaft","Weber, Max: Die Wirtschaftsethik der Weltreligionen. In: Weber, Marianne (Hg.) Gesammelte Aufsätze zur Religionssoziologie, Bd. III, Tübingen: Mohr 1921 [1920-1921], S. 261","Nach solchen Sitten des Landes soll man nicht, in der Meinung, dies den Göttern des Landes schuldig zu sein, leben, sondern nach Jahwes Geboten allein."
"401","1932-09-12","Zeitung","Archiv der Gegenwart, Bd. 2, 12.09.1932, S. 482 [ff.]. Zit. n. CD-ROM-Ausgabe 2001.","-- Im Haag fand eine internationale Tuberkulosekonferenz unter Beteiligung von 700 Vertretern aus 30 Ländern statt. (L. B. 473 M.)"
"402","1930-12-31","Belletristik","Feuchtwanger, Lion: Erfolg. In: ders., Gesammelte Werke in Einzelbänden, Bd. 6, Berlin: Aufbau-Verl. 1993 [1930], S. 8","Da fanden sie die Geschichte von dem Spaß, den Josef mit seinen Brüdern macht, nachdem sie ihn, weil er ihnen bei ihrem Vater im Wege steht und weil er überhaupt anders ist als sie, verkauft haben, und nachdem er ein großer Herr geworden ist, Ernährungsminister des reichen Landes Ägypten."
"403","1922-12-31","Gebrauchsliteratur","Sudermann, Hermann: Das Bilderbuch meiner Jugend. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1922], S. 66239","Die vierzigjährige Wüstenreise, die die Juden durchgemacht hatten, ehe sie das ersehnte Kanaan erschauten, war ein Nachmittagsvergnügen, verglichen mit dieser hoffnungslosen Irrfahrt durch die Einöden der Grammatik, die als Bedingung galt, bevor das gelobte Land der Dichtung seine Paradiese vor mir öffnen konnte."
"404","1925-12-31","Belletristik","Dominik, Hans: John Workmann der Zeitungsboy, Biberach an d. Riss: Koehler 1954 [1925], S. 181","Der Frühling war wieder im Lande."
"405","1932-11-12","Zeitung","Archiv der Gegenwart, Bd. 2, 12.11.1932, S. 556 [ff.]. Zit. n. CD-ROM-Ausgabe 2001.","Die Länder hätten ihre Forderungen auf Abschlagszahlungen des Reiches wegen der seinerzeitigen Übernahme der Bahnen durch das Reich neulich geltend gemacht und hätten auch Anteile an der Einkommensteuer und einheitliches Vorgehen von Reich und Ländern bei Sparmaßnahmen gefordert."
"406","1932-05-12","Zeitung","Archiv der Gegenwart, Bd. 2, 12.05.1932","Für andere Länder ohne Handelsvertrag mit der Türkei wird ein Länderkonto bei der türkischen Zentralbank eröffnet, dessen Eingänge aus dem türkischen Export nach diesen Ländern für die Bezahlung der entsprechenden türkischen Importe verwendet werden."
"407","1931-03-04","Zeitung","Völkischer Beobachter (Reichsausgabe), 04.03.1931","Er ist bereit, für sein Vaterland alles zu opfern, und sollte man seinen Herzog stürzen, so wolle er als Bettlerr mit ihm durch die deutschen Lande ziehen und die deutsche Schmach dem Volke verkünden!"
"408","1930-05-13","Zeitung","Tucholsky, Kurt: Die deutsche Pest. In: Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1930]","Deutschland ist ein lautes Land - aber die Massen treten an Ort."
"409","1919-03-18","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 18.03.1919","Denn nur eine Akademie, die in Wahrheit einen Extrakt aus den besten lebendigen Kunstkräften des Landes darstellt, die den alten, in einer langen Entwicklung gebildeten Begriff des ""Akademischen"" im Sinne ehrwürdiger Rückständigkeit verabschiedet, wird in Zukunft Sinn und Wirkensmöglichkeit haben."
"410","1930-03-04","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 04.03.1930","Die Mittel, die heute anderwärts im Lande fehl investiert werden, würden ausreichen, um viel in dieser Richtung zu erreichen, zudem sicher mancher amerikanische Kapitalist infolge der Zuckerkrise aus seinem Besitz herausgehen würde, wobei gleichzeitig eine Beseitigung der Ueberproduktion und finanzielle Sanierung möglich wäre."
"411","1920-03-06","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 06.03.1920","In Deutschland werden sie aber niemals die Republik in Gefahr bringen, wenn die siegreichen Länder nicht damit fortfahren, das demokratische Deutschland zu mißhandeln . Gibt es in Deutschland eine bolschewistische Gefahr, und in welcher Form?"
"412","1928-04-04","Zeitung","Vossische Zeitung (Abend-Ausgabe), 04.04.1928","Der Waldecker Wirtschaftsbund hat nun beim Staatsgerichtshof für das Deutsche Reich , ermuntert durch das Vorgehen anderer Splitterparteien in Mecklenburg-Strelitz und Hamburg, eine Klage gegen das Land Waldeck eingereicht."
"413","1920-10-22","Zeitung","Tucholsky, Kurt: Die Maulpatrioten. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1920], S. 2093","In vier roten Jahren ist dieses Land in das tiefste Elend hineingeschliddert und was vor dem Kriege nur wenige wußten, wissen heute viele:"
"414","1932-12-31","Gebrauchsliteratur","Welt und Wissen, 1932, Nr. 2, Bd. 21","Anders ist es dagegen schon in der Kleinstadt, und auf dem Lande verfolgt sogar der Hund oft solange die Spur, bis er verbellt, d. h. er stellt selbst direkt den oder die Täter."
"415","1920-08-26","Zeitung","Tucholsky, Kurt: Kadettenliteratur. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1920], S. 2035","Mutig unterdrückt der junge Kadett Heimweh und Schluchzen, wenn er das feste Land verläßt, und markiert den Mann."
"416","1921-03-06","Zeitung","Berliner Tageblatt (Morgen-Ausgabe), 06.03.1921","Er wehrte sich dagegen, mit den ""Patrioten in den bürgerlichen Lagern"" in eine Reihe gestellt zu werden, stellte dann aber zweierlei fest: daß die Pariser Beschlüsse undurchführbar seien, und daß sie im Widerspruch zu den Interessen der arbeitenden Bevölkerung in allen Ländern stehen."
"417","1924-12-31","Belletristik","Hagenbeck, John u. Ottmann, Victor: Südasiatische Fahrten und Abenteuer, Dresden: Deutsche Buchwerkstätten 1924 [1924], S. 167","Die Europäer sind im indischen Archipel die Gäste, die Malaien sind die Bleibenden und schließlich doch die Herren des Landes."
